Week,Geo,Brand,SKU,Sales_Units,Sales_Value,MRP,Net_Price,Feature_Flag,Display_Flag,TPR_Flag,Trade_Spend,TV_Impressions,YouTube_Impressions,Facebook_Impressions,Instagram_Impressions,Print_Readership,Radio_Listenership,FB_Banner_Content_Score,IG_Banner_Content_Score,Weighted_Distribution,Numeric_Distribution,TDP,NOS,CPI,GDP_Growth,Festival_Index,Rainfall_Index
2022-07-02,CENTRAL,BrandA,BrandA_SKU1,166.73742477364237,15058.472803981804,90.31249477689083,90.31249477689083,0,0,0,13484.10400109702,940323.9957312996,399531.28747235925,194714.63230528636,99377.72072500049,69900.2349202586,941226.2067873181,75.63537025183382,86.52170980538024,0.45619232243265195,0.3609976420578492,33.709720365590115,2.9865466092191655,118.8438779269824,5.464558371075472,0.9347740229193129,4.587544360183612
2022-07-02,CENTRAL,BrandA,BrandA_SKU2,123.32698979629777,11166.439172269053,90.54335300580138,90.54335300580138,0,0,0,13484.10400109702,993648.3586429487,427878.4626628305,217002.39832164338,107275.93236473044,82191.92674895703,1112187.7042850223,75.63537025183382,86.52170980538024,0.45619232243265195,0.3609976420578492,33.709720365590115,2.9865466092191655,118.8438779269824,5.464558371075472,0.9347740229193129,4.587544360183612
2022-07-02,CENTRAL,BrandA,BrandA_SKU3,74.23295300688666,7829.352426086883,105.47003869508661,105.47003869508661,0,0,0,13484.10400109702,925247.7397977746,359415.63039395516,184202.5710946238,90303.38318825341,71781.73850220346,901657.8737454431,75.63537025183382,86.52170980538024,0.45619232243265195,0.3609976420578492,33.709720365590115,2.9865466092191655,118.8438779269824,5.464558371075472,0.9347740229193129,4.587544360183612
2022-07-02,CENTRAL,BrandB,BrandB_SKU1,216.58377037087374,15986.585045883536,73.81247920150446,73.81247920150446,0,0,0,13484.10400109702,717509.3144195749,306314.7569041992,164117.73938440467,77674.7253192803,55083.28079874937,740375.0215942643,75.63537025183382,86.52170980538024,0.45619232243265195,0.3609976420578492,33.709720365590115,2.9865466092191655,118.8438779269824,5.464558371075472,0.9347740229193129,4.587544360183612
2022-07-02,CENTRAL,BrandB,BrandB_SKU2,272.92019491254814,22565.28321918272,82.68088488802859,82.68088488802859,0,0,0,13484.10400109702,665002.8405529388,293227.4497691867,157279.46279168272,74373.43623300562,55995.99709398184,682044.5146981123,75.63537025183382,86.52170980538024,0.45619232243265195,0.3609976420578492,33.709720365590115,2.9865466092191655,118.8438779269824,5.464558371075472,0.9347740229193129,4.587544360183612
2022-07-02,CENTRAL,BrandB,BrandB_SKU3,61.97143047830169,4985.227397303872,80.44396198098687,80.44396198098687,0,0,0,13484.10400109702,739977.0463928923,313262.00790248415,145142.19224449483,77166.62080494632,51154.39277162676,834303.7116673454,75.63537025183382,86.52170980538024,0.45619232243265195,0.3609976420578492,33.709720365590115,2.9865466092191655,118.8438779269824,5.464558371075472,0.9347740229193129,4.587544360183612
2022-07-02,CENTRAL,BrandC,BrandC_SKU1,55.70323456754162,3491.94319670162,62.688338007868246,62.688338007868246,0,0,0,13484.10400109702,345308.14732992195,131281.92126740675,71204.60289351545,33376.8445428329,24708.95875293424,347504.9338751335,75.63537025183382,86.52170980538024,0.45619232243265195,0.3609976420578492,33.709720365590115,2.9865466092191655,118.8438779269824,5.464558371075472,0.9347740229193129,4.587544360183612
2022-07-02,CENTRAL,BrandC,BrandC_SKU2,125.93401135274746,8046.992030256211,63.89848098871547,63.89848098871547,0,0,0,13484.10400109702,383113.4340922032,177243.65221105682,81097.02193389968,43558.43263560133,32275.156571354393,365111.46118345764,75.63537025183382,86.52170980538024,0.45619232243265195,0.3609976420578492,33.709720365590115,2.9865466092191655,118.8438779269824,5.464558371075472,0.9347740229193129,4.587544360183612
2022-07-02,CENTRAL,BrandC,BrandC_SKU3,68.38926998549475,4067.954207586047,59.482345818998404,59.482345818998404,0,0,0,13484.10400109702,437648.84086681384,197861.0484366737,98833.25862814444,49455.535550149194,35347.19367792011,448255.44993281504,75.63537025183382,86.52170980538024,0.45619232243265195,0.3609976420578492,33.709720365590115,2.9865466092191655,118.8438779269824,5.464558371075472,0.9347740229193129,4.587544360183612
2022-07-02,EAST,BrandA,BrandA_SKU1,148.55259999330585,14173.139362778184,95.40822148799052,95.40822148799052,0,0,0,12571.966318912224,865502.6736578702,300647.8726984674,200822.9942400036,80211.87396369384,96360.21738265283,901478.0843752483,72.42960227117936,78.09558711262355,0.36883364149447906,0.3689281431200443,42.779578570294525,3.1666964252170127,124.88199125828518,4.724119532429359,1.1123928547496291,5.192844307533629
